Index	Arrival_Time	Creation_Time	x	y	z	User	Model	Device	gt
24	1424696634027	1.42469663203501E+018	0.0030670166	-0.017715454	-0.011627197	a	nexus4	nexus4_1	stand
25	1424696634032	1.42469663204008E+018	0.0019989014	-0.016647339	-0.014831543	a	nexus4	nexus4_1	stand
26	1424696634038	1.42469663204515E+018	0.0019989014	-0.01878357	-0.0126953125	a	nexus4	nexus4_1	stand
27	1424696634042	1.42469663205018E+018	0.0009307861	-0.015579224	-0.014831543	a	nexus4	nexus4_1	stand
28	1424696634052	1.42469663205522E+018	0.0019989014	-0.015579224	-0.015899658	a	nexus4	nexus4_1	stand
29	1424696634053	1.42469663206025E+018	0.0030670166	-0.013442993	-0.015899658	a	nexus4	nexus4_1	stand
30	1424696634058	1.42469663206529E+018	0.004135132	-0.008102417	-0.015899658	a	nexus4	nexus4_1	stand
31	1424696634063	1.42469663207032E+018	0.0062713623	-0.0070343018	-0.014831543	a	nexus4	nexus4_1	stand
32	1424696634067	1.42469663207536E+018	0.0073394775	-0.0048980713	-0.011627197	a	nexus4	nexus4_1	stand
33	1424696634075	1.42469663208039E+018	0.010543823	-0.0059661865	-0.0126953125	a	nexus4	nexus4_1	stand
34	1424696634079	1.42469663208543E+018	0.008407593	-0.0070343018	-0.010559082	a	nexus4	nexus4_1	stand
35	1424696634084	1.42469663209046E+018	0.008407593	-0.0070343018	-0.0073547363	a	nexus4	nexus4_1	stand
36	1424696634087	1.4246966320955E+018	0.008407593	-0.008102417	-0.008422852	a	nexus4	nexus4_1	stand
37	1424696634092	1.42469663210053E+018	0.010543823	-0.008102417	-0.0041503906	a	nexus4	nexus4_1	stand
38	1424696634098	1.42469663210557E+018	0.0073394775	-0.011306763	-0.0041503906	a	nexus4	nexus4_1	stand
39	1424696634102	1.42469663211061E+018	0.005203247	-0.010238647	-0.005218506	a	nexus4	nexus4_1	stand
40	1424696634108	1.42469663211564E+018	0.0030670166	-0.010238647	0.0011901855	a	nexus4	nexus4_1	stand
41	1424696634112	1.42469663212068E+018	-0.0001373291	-0.009170532	-0.0009460449	a	nexus4	nexus4_1	stand
42	1424696634123	1.42469663212571E+018	-0.0001373291	-0.013442993	0.0022583008	a	nexus4	nexus4_1	stand
43	1424696634123	1.42469663213078E+018	-0.0022735596	-0.014511108	0.003326416	a	nexus4	nexus4_1	stand
44	1424696634127	1.42469663213575E+018	-0.0054779053	-0.013442993	0.008666992	a	nexus4	nexus4_1	stand
45	1424696634139	1.42469663214082E+018	-0.0054779053	-0.014511108	0.010803223	a	nexus4	nexus4_1	stand
46	1424696634158	1.42469663214585E+018	-0.0076141357	-0.014511108	0.016143799	a	nexus4	nexus4_1	stand
47	1424696634159	1.42469663215086E+018	-0.0076141357	-0.014511108	0.02255249	a	nexus4	nexus4_1	stand
49	1424696634160	1.42469663216093E+018	-0.015090942	-0.011306763	0.033233643	a	nexus4	nexus4_1	stand
48	1424696634160	1.42469663215592E+018	-0.011886597	-0.013442993	0.027893066	a	nexus4	nexus4_1	stand
50	1424696634173	1.42469663216596E+018	-0.018295288	-0.010238647	0.035369873	a	nexus4	nexus4_1	stand
51	1424696634173	1.424696632171E+018	-0.020431519	-0.010238647	0.039642334	a	nexus4	nexus4_1	stand
52	1424696634174	1.42469663217607E+018	-0.02470398	-0.010238647	0.041778564	a	nexus4	nexus4_1	stand
53	1424696634175	1.4246966321811E+018	-0.027908325	-0.010238647	0.04711914	a	nexus4	nexus4_1	stand
54	1424696634183	1.42469663218611E+018	-0.02897644	-0.008102417	0.048187256	a	nexus4	nexus4_1	stand
55	1424696634183	1.42469663219117E+018	-0.03111267	-0.008102417	0.050323486	a	nexus4	nexus4_1	stand
56	1424696634189	1.42469663219621E+018	-0.0332489	-0.0070343018	0.052459717	a	nexus4	nexus4_1	stand
57	1424696634200	1.42469663220124E+018	-0.0332489	-0.0048980713	0.052459717	a	nexus4	nexus4_1	stand
58	1424696634200	1.42469663220628E+018	-0.034317017	-0.0016937256	0.057800293	a	nexus4	nexus4_1	stand
59	1424696634202	1.4246966322111E+018	-0.034317017	0.0004425049	0.05886841	a	nexus4	nexus4_1	stand
60	1424696634207	1.42469663221611E+018	-0.0332489	0.0015106201	0.062072754	a	nexus4	nexus4_1	stand
61	1424696634224	1.42469663222114E+018	-0.03538513	0.0036468506	0.066345215	a	nexus4	nexus4_1	stand
62	1424696634224	1.42469663222624E+018	-0.0332489	0.0036468506	0.06954956	a	nexus4	nexus4_1	stand
63	1424696634224	1.42469663223127E+018	-0.0332489	0.004714966	0.068481445	a	nexus4	nexus4_1	stand
64	1424696634227	1.42469663223631E+018	-0.034317017	0.0036468506	0.07168579	a	nexus4	nexus4_1	stand
65	1424696634232	1.42469663224134E+018	-0.03538513	0.005783081	0.070617676	a	nexus4	nexus4_1	stand
66	1424696634237	1.42469663224638E+018	-0.036453247	0.0036468506	0.06954956	a	nexus4	nexus4_1	stand
67	1424696634242	1.42469663225141E+018	-0.038589478	0.004714966	0.070617676	a	nexus4	nexus4_1	stand
68	1424696634247	1.42469663225645E+018	-0.040725708	0.0036468506	0.068481445	a	nexus4	nexus4_1	stand
69	1424696634252	1.42469663226142E+018	-0.040725708	0.0015106201	0.068481445	a	nexus4	nexus4_1	stand
70	1424696634258	1.42469663226646E+018	-0.039657593	0.0004425049	0.06954956	a	nexus4	nexus4_1	stand
71	1424696634264	1.42469663227149E+018	-0.040725708	-0.0016937256	0.068481445	a	nexus4	nexus4_1	stand
72	1424696634268	1.42469663227659E+018	-0.039657593	-0.0027618408	0.068481445	a	nexus4	nexus4_1	stand
73	1424696634273	1.42469663228163E+018	-0.040725708	-0.0059661865	0.06954956	a	nexus4	nexus4_1	stand
74	1424696634278	1.42469663228666E+018	-0.039657593	-0.010238647	0.070617676	a	nexus4	nexus4_1	stand
75	1424696634284	1.4246966322917E+018	-0.040725708	-0.010238647	0.072753906	a	nexus4	nexus4_1	stand
76	1424696634294	1.42469663229685E+018	-0.038589478	-0.014511108	0.07382202	a	nexus4	nexus4_1	stand
77	1424696634294	1.42469663230329E+018	-0.039657593	-0.014511108	0.07382202	a	nexus4	nexus4_1	stand
79	1424696634303	1.42469663231288E+018	-0.041793823	-0.01878357	0.07595825	a	nexus4	nexus4_1	stand
78	1424696634303	1.4246966323068E+018	-0.040725708	-0.016647339	0.072753906	a	nexus4	nexus4_1	stand
80	1424696634318	1.424696632317E+018	-0.043930054	-0.0209198	0.08023071	a	nexus4	nexus4_1	stand
81	1424696634319	1.42469663232359E+018	-0.04499817	-0.021987915	0.08129883	a	nexus4	nexus4_1	stand
82	1424696634319	1.42469663232694E+018	-0.046066284	-0.021987915	0.08343506	a	nexus4	nexus4_1	stand
83	1424696634322	1.42469663233198E+018	-0.04499817	-0.0209198	0.08236694	a	nexus4	nexus4_1	stand
84	1424696634328	1.42469663233702E+018	-0.04499817	-0.019851685	0.084503174	a	nexus4	nexus4_1	stand
85	1424696634332	1.42469663234205E+018	-0.04499817	-0.01878357	0.08770752	a	nexus4	nexus4_1	stand
86	1424696634338	1.42469663234709E+018	-0.043930054	-0.01878357	0.088775635	a	nexus4	nexus4_1	stand
87	1424696634343	1.42469663235212E+018	-0.04499817	-0.017715454	0.08770752	a	nexus4	nexus4_1	stand
88	1424696634347	1.42469663235716E+018	-0.0471344	-0.016647339	0.090911865	a	nexus4	nexus4_1	stand
89	1424696634353	1.42469663236219E+018	-0.0471344	-0.016647339	0.08984375	a	nexus4	nexus4_1	stand
90	1424696634358	1.42469663236723E+018	-0.0471344	-0.014511108	0.093048096	a	nexus4	nexus4_1	stand
91	1424696634362	1.42469663237226E+018	-0.046066284	-0.012374878	0.093048096	a	nexus4	nexus4_1	stand
92	1424696634368	1.4246966323773E+018	-0.0471344	-0.010238647	0.09411621	a	nexus4	nexus4_1	stand
93	1424696634375	1.42469663238233E+018	-0.04499817	-0.008102417	0.09625244	a	nexus4	nexus4_1	stand
94	1424696634378	1.42469663238737E+018	-0.046066284	-0.0059661865	0.09625244	a	nexus4	nexus4_1	stand
95	1424696634383	1.42469663239241E+018	-0.046066284	-0.0059661865	0.09732056	a	nexus4	nexus4_1	stand
96	1424696634388	1.42469663239744E+018	-0.046066284	-0.012374878	0.09838867	a	nexus4	nexus4_1	stand
97	1424696634393	1.42469663240248E+018	-0.0471344	-0.012374878	0.09625244	a	nexus4	nexus4_1	stand
98	1424696634398	1.42469663240751E+018	-0.046066284	-0.014511108	0.095184326	a	nexus4	nexus4_1	stand
99	1424696634403	1.42469663241255E+018	-0.0471344	-0.013442993	0.095184326	a	nexus4	nexus4_1	stand
100	1424696634408	1.42469663241758E+018	-0.048202515	-0.011306763	0.08984375	a	nexus4	nexus4_1	stand
101	1424696634414	1.42469663242262E+018	-0.050338745	-0.009170532	0.090911865	a	nexus4	nexus4_1	stand
102	1424696634419	1.42469663242781E+018	-0.04927063	-0.008102417	0.08770752	a	nexus4	nexus4_1	stand
103	1424696634424	1.42469663243287E+018	-0.050338745	-0.0070343018	0.086639404	a	nexus4	nexus4_1	stand
104	1424696634429	1.42469663243791E+018	-0.050338745	-0.0048980713	0.08770752	a	nexus4	nexus4_1	stand
105	1424696634434	1.42469663244294E+018	-0.04927063	-0.0059661865	0.09197998	a	nexus4	nexus4_1	stand
106	1424696634439	1.42469663244798E+018	-0.04927063	-0.0048980713	0.09411621	a	nexus4	nexus4_1	stand
107	1424696634444	1.42469663245301E+018	-0.04927063	-0.0059661865	0.09625244	a	nexus4	nexus4_1	stand
108	1424696634449	1.42469663245805E+018	-0.04927063	-0.008102417	0.09945679	a	nexus4	nexus4_1	stand
109	1424696634454	1.42469663246308E+018	-0.050338745	-0.010238647	0.10159302	a	nexus4	nexus4_1	stand
110	1424696634459	1.42469663246812E+018	-0.04927063	-0.009170532	0.1005249	a	nexus4	nexus4_1	stand
111	1424696634464	1.42469663247315E+018	-0.05140686	-0.010238647	0.1005249	a	nexus4	nexus4_1	stand
112	1424696634469	1.42469663247819E+018	-0.052474976	-0.008102417	0.09838867	a	nexus4	nexus4_1	stand
113	1424696634474	1.42469663248323E+018	-0.052474976	-0.0070343018	0.09945679	a	nexus4	nexus4_1	stand
114	1424696634479	1.42469663248826E+018	-0.05140686	-0.0070343018	0.095184326	a	nexus4	nexus4_1	stand
115	1424696634485	1.4246966324933E+018	-0.05140686	-0.0059661865	0.09945679	a	nexus4	nexus4_1	stand
116	1424696634490	1.42469663249833E+018	-0.04927063	-0.0059661865	0.09838867	a	nexus4	nexus4_1	stand
117	1424696634495	1.42469663250337E+018	-0.050338745	-0.0059661865	0.09625244	a	nexus4	nexus4_1	stand
118	1424696634500	1.4246966325084E+018	-0.0471344	-0.0027618408	0.093048096	a	nexus4	nexus4_1	stand
119	1424696634505	1.42469663251344E+018	-0.0471344	-0.0059661865	0.09625244	a	nexus4	nexus4_1	stand
120	1424696634510	1.42469663251847E+018	-0.0471344	-0.010238647	0.095184326	a	nexus4	nexus4_1	stand
121	1424696634515	1.42469663252351E+018	-0.046066284	-0.012374878	0.09197998	a	nexus4	nexus4_1	stand
122	1424696634520	1.42469663252848E+018	-0.046066284	-0.014511108	0.086639404	a	nexus4	nexus4_1	stand
123	1424696634524	1.42469663253349E+018	-0.04499817	-0.016647339	0.08770752	a	nexus4	nexus4_1	stand
124	1424696634530	1.42469663253849E+018	-0.046066284	-0.0209198	0.086639404	a	nexus4	nexus4_1	stand
125	1424696634535	1.42469663254362E+018	-0.046066284	-0.02519226	0.08343506	a	nexus4	nexus4_1	stand
126	1424696634540	1.42469663254869E+018	-0.0471344	-0.02519226	0.08343506	a	nexus4	nexus4_1	stand
127	1424696634545	1.42469663255372E+018	-0.046066284	-0.027328491	0.07809448	a	nexus4	nexus4_1	stand
128	1424696634550	1.42469663255876E+018	-0.046066284	-0.027328491	0.07489014	a	nexus4	nexus4_1	stand
129	1424696634555	1.42469663256379E+018	-0.043930054	-0.027328491	0.07595825	a	nexus4	nexus4_1	stand
130	1424696634560	1.42469663256883E+018	-0.041793823	-0.02519226	0.07702637	a	nexus4	nexus4_1	stand
131	1424696634565	1.42469663257386E+018	-0.040725708	-0.024124146	0.07702637	a	nexus4	nexus4_1	stand
132	1424696634570	1.4246966325789E+018	-0.037521362	-0.02305603	0.07809448	a	nexus4	nexus4_1	stand
133	1424696634575	1.42469663258393E+018	-0.036453247	-0.0209198	0.07382202	a	nexus4	nexus4_1	stand
134	1424696634580	1.42469663258897E+018	-0.0332489	-0.017715454	0.07809448	a	nexus4	nexus4_1	stand
135	1424696634585	1.424696632594E+018	-0.032180786	-0.014511108	0.07595825	a	nexus4	nexus4_1	stand
136	1424696634590	1.42469663259904E+018	-0.030044556	-0.014511108	0.07382202	a	nexus4	nexus4_1	stand
137	1424696634595	1.42469663260408E+018	-0.030044556	-0.013442993	0.07382202	a	nexus4	nexus4_1	stand
138	1424696634607	1.42469663260911E+018	-0.027908325	-0.012374878	0.07595825	a	nexus4	nexus4_1	stand
139	1424696634607	1.42469663261415E+018	-0.027908325	-0.012374878	0.06954956	a	nexus4	nexus4_1	stand
140	1424696634612	1.42469663261918E+018	-0.02470398	-0.012374878	0.06954956	a	nexus4	nexus4_1	stand
141	1424696634617	1.42469663262419E+018	-0.02470398	-0.012374878	0.0652771	a	nexus4	nexus4_1	stand
142	1424696634622	1.42469663262922E+018	-0.02470398	-0.012374878	0.0652771	a	nexus4	nexus4_1	stand
143	1424696634626	1.42469663263429E+018	-0.023635864	-0.012374878	0.062072754	a	nexus4	nexus4_1	stand
144	1424696634632	1.42469663263932E+018	-0.023635864	-0.014511108	0.057800293	a	nexus4	nexus4_1	stand
145	1424696634637	1.42469663264433E+018	-0.02470398	-0.014511108	0.06100464	a	nexus4	nexus4_1	stand
146	1424696634642	1.42469663264939E+018	-0.022567749	-0.015579224	0.055664063	a	nexus4	nexus4_1	stand
147	1424696634647	1.42469663265451E+018	-0.023635864	-0.015579224	0.057800293	a	nexus4	nexus4_1	stand
148	1424696634652	1.42469663265952E+018	-0.021499634	-0.012374878	0.056732178	a	nexus4	nexus4_1	stand
149	1424696634656	1.42469663266455E+018	-0.022567749	-0.012374878	0.055664063	a	nexus4	nexus4_1	stand
150	1424696634670	1.42469663266949E+018	-0.020431519	-0.011306763	0.054595947	a	nexus4	nexus4_1	stand
151	1424696634673	1.42469663267453E+018	-0.018295288	-0.012374878	0.052459717	a	nexus4	nexus4_1	stand
152	1424696634674	1.42469663267944E+018	-0.016159058	-0.010238647	0.0513916	a	nexus4	nexus4_1	stand
153	1424696634675	1.42469663268448E+018	-0.016159058	-0.008102417	0.0513916	a	nexus4	nexus4_1	stand
154	1424696634680	1.42469663268951E+018	-0.014022827	-0.0059661865	0.050323486	a	nexus4	nexus4_1	stand
155	1424696634685	1.42469663269455E+018	-0.014022827	-0.0059661865	0.0513916	a	nexus4	nexus4_1	stand
156	1424696634690	1.42469663269965E+018	-0.011886597	-0.0027618408	0.048187256	a	nexus4	nexus4_1	stand
157	1424696634695	1.42469663270468E+018	-0.010818481	-0.0048980713	0.04925537	a	nexus4	nexus4_1	stand
158	1424696634700	1.42469663270972E+018	-0.012954712	-0.003829956	0.043914795	a	nexus4	nexus4_1	stand
159	1424696634705	1.42469663271475E+018	-0.011886597	-0.003829956	0.043914795	a	nexus4	nexus4_1	stand
160	1424696634710	1.42469663271979E+018	-0.010818481	-0.0059661865	0.04498291	a	nexus4	nexus4_1	stand
161	1424696634715	1.42469663272485E+018	-0.010818481	-0.0048980713	0.043914795	a	nexus4	nexus4_1	stand
162	1424696634720	1.42469663272989E+018	-0.011886597	-0.0048980713	0.043914795	a	nexus4	nexus4_1	stand
163	1424696634725	1.42469663273492E+018	-0.010818481	-0.009170532	0.039642334	a	nexus4	nexus4_1	stand
164	1424696634730	1.42469663273996E+018	-0.010818481	-0.009170532	0.04284668	a	nexus4	nexus4_1	stand
165	1424696634735	1.424696632745E+018	-0.009750366	-0.009170532	0.03643799	a	nexus4	nexus4_1	stand
166	1424696634741	1.42469663275003E+018	-0.009750366	-0.009170532	0.03857422	a	nexus4	nexus4_1	stand
167	1424696634745	1.42469663275507E+018	-0.008682251	-0.011306763	0.03643799	a	nexus4	nexus4_1	stand
168	1424696634750	1.42469663276004E+018	-0.0076141357	-0.009170532	0.03643799	a	nexus4	nexus4_1	stand
169	1424696634756	1.42469663276508E+018	-0.0054779053	-0.010238647	0.03857422	a	nexus4	nexus4_1	stand
170	1424696634761	1.42469663277008E+018	-0.00440979	-0.011306763	0.035369873	a	nexus4	nexus4_1	stand
171	1424696634766	1.42469663277524E+018	-0.0022735596	-0.009170532	0.03643799	a	nexus4	nexus4_1	stand
172	1424696634772	1.42469663278037E+018	0.0019989014	-0.008102417	0.031097412	a	nexus4	nexus4_1	stand
173	1424696634776	1.42469663278543E+018	0.0030670166	-0.010238647	0.02255249	a	nexus4	nexus4_1	stand
174	1424696634781	1.42469663279047E+018	0.0009307861	-0.0070343018	0.021484375	a	nexus4	nexus4_1	stand
175	1424696634786	1.4246966327955E+018	0.0030670166	-0.009170532	0.019348145	a	nexus4	nexus4_1	stand
176	1424696634792	1.42469663280054E+018	0.0030670166	-0.0059661865	0.019348145	a	nexus4	nexus4_1	stand
177	1424696634796	1.42469663280557E+018	0.004135132	-0.0070343018	0.017211914	a	nexus4	nexus4_1	stand
178	1424696634802	1.42469663281061E+018	0.0062713623	-0.0048980713	0.008666992	a	nexus4	nexus4_1	stand
179	1424696634807	1.42469663281564E+018	0.008407593	-0.003829956	0.008666992	a	nexus4	nexus4_1	stand
180	1424696634812	1.42469663282068E+018	0.0116119385	-0.0027618408	0.008666992	a	nexus4	nexus4_1	stand
181	1424696634817	1.42469663282571E+018	0.013748169	-0.0016937256	0.0043945313	a	nexus4	nexus4_1	stand
182	1424696634822	1.42469663283075E+018	0.014816284	-0.0048980713	0.0043945313	a	nexus4	nexus4_1	stand
183	1424696634827	1.42469663283578E+018	0.016952515	-0.0048980713	0.0011901855	a	nexus4	nexus4_1	stand
184	1424696634832	1.42469663284076E+018	0.021224976	-0.0059661865	-0.0041503906	a	nexus4	nexus4_1	stand
185	1424696634836	1.42469663284576E+018	0.021224976	-0.008102417	-0.0041503906	a	nexus4	nexus4_1	stand
186	1424696634842	1.42469663285083E+018	0.024429321	-0.0059661865	-0.005218506	a	nexus4	nexus4_1	stand
187	1424696634847	1.42469663285587E+018	0.025497437	-0.008102417	-0.009490967	a	nexus4	nexus4_1	stand
188	1424696634852	1.4246966328609E+018	0.027633667	-0.0070343018	-0.0126953125	a	nexus4	nexus4_1	stand
189	1424696634857	1.42469663286594E+018	0.028701782	-0.0070343018	-0.015899658	a	nexus4	nexus4_1	stand
190	1424696634862	1.42469663287097E+018	0.029769897	-0.0070343018	-0.014831543	a	nexus4	nexus4_1	stand
191	1424696634867	1.42469663287601E+018	0.030838013	-0.008102417	-0.019104004	a	nexus4	nexus4_1	stand
192	1424696634872	1.42469663288104E+018	0.031906128	-0.010238647	-0.019104004	a	nexus4	nexus4_1	stand
193	1424696634877	1.42469663288608E+018	0.03404236	-0.008102417	-0.021240234	a	nexus4	nexus4_1	stand
194	1424696634882	1.42469663289114E+018	0.032974243	-0.009170532	-0.023376465	a	nexus4	nexus4_1	stand
195	1424696634887	1.42469663289618E+018	0.035110474	-0.0070343018	-0.025512695	a	nexus4	nexus4_1	stand
196	1424696634892	1.42469663290125E+018	0.03404236	-0.0059661865	-0.02658081	a	nexus4	nexus4_1	stand
197	1424696634897	1.42469663290628E+018	0.03617859	-0.0059661865	-0.02658081	a	nexus4	nexus4_1	stand
198	1424696634902	1.42469663291132E+018	0.03617859	-0.0048980713	-0.027648926	a	nexus4	nexus4_1	stand
199	1424696634907	1.42469663291635E+018	0.03617859	-0.003829956	-0.027648926	a	nexus4	nexus4_1	stand
200	1424696634913	1.42469663292139E+018	0.03831482	-0.003829956	-0.02658081	a	nexus4	nexus4_1	stand
201	1424696634917	1.42469663292642E+018	0.037246704	-0.0048980713	-0.025512695	a	nexus4	nexus4_1	stand
202	1424696634922	1.42469663293146E+018	0.03831482	-0.0027618408	-0.02658081	a	nexus4	nexus4_1	stand
203	1424696634927	1.42469663293649E+018	0.039382935	-0.0016937256	-0.028717041	a	nexus4	nexus4_1	stand
204	1424696634932	1.42469663294153E+018	0.039382935	-0.0006256104	-0.02230835	a	nexus4	nexus4_1	stand
205	1424696634937	1.42469663294656E+018	0.039382935	0.0015106201	-0.030853271	a	nexus4	nexus4_1	stand
206	1424696634943	1.4246966329516E+018	0.04045105	0.0025787354	-0.02658081	a	nexus4	nexus4_1	stand
207	1424696634948	1.42469663295663E+018	0.039382935	0.0036468506	-0.029785156	a	nexus4	nexus4_1	stand
208	1424696634953	1.42469663296167E+018	0.039382935	0.0036468506	-0.029785156	a	nexus4	nexus4_1	stand
209	1424696634958	1.42469663296671E+018	0.04045105	0.004714966	-0.030853271	a	nexus4	nexus4_1	stand
210	1424696634963	1.42469663297174E+018	0.039382935	0.0068511963	-0.031921387	a	nexus4	nexus4_1	stand
211	1424696634968	1.42469663297678E+018	0.04045105	0.008987427	-0.030853271	a	nexus4	nexus4_1	stand
212	1424696634978	1.42469663298181E+018	0.039382935	0.0079193115	-0.029785156	a	nexus4	nexus4_1	stand
213	1424696634996	1.42469663298685E+018	0.04045105	0.010055542	-0.032989502	a	nexus4	nexus4_1	stand
214	1424696635002	1.42469663299185E+018	0.039382935	0.011123657	-0.031921387	a	nexus4	nexus4_1	stand
216	1424696635004	1.42469663300192E+018	0.039382935	0.013259888	-0.032989502	a	nexus4	nexus4_1	stand
215	1424696635004	1.42469663299686E+018	0.039382935	0.012191772	-0.029785156	a	nexus4	nexus4_1	stand
217	1424696635009	1.42469663300699E+018	0.03831482	0.014328003	-0.029785156	a	nexus4	nexus4_1	stand
218	1424696635009	1.42469663301202E+018	0.037246704	0.014328003	-0.030853271	a	nexus4	nexus4_1	stand
219	1424696635010	1.42469663301706E+018	0.03617859	0.014328003	-0.032989502	a	nexus4	nexus4_1	stand
220	1424696635015	1.4246966330221E+018	0.037246704	0.013259888	-0.034057617	a	nexus4	nexus4_1	stand
221	1424696635024	1.42469663302713E+018	0.03617859	0.016464233	-0.035125732	a	nexus4	nexus4_1	stand
222	1424696635024	1.42469663303217E+018	0.037246704	0.015396118	-0.038330078	a	nexus4	nexus4_1	stand
223	1424696635044	1.4246966330372E+018	0.039382935	0.014328003	-0.038330078	a	nexus4	nexus4_1	stand
225	1424696635045	1.42469663304724E+018	0.041519165	0.011123657	-0.038330078	a	nexus4	nexus4_1	stand
224	1424696635045	1.42469663304224E+018	0.039382935	0.013259888	-0.037261963	a	nexus4	nexus4_1	stand
226	1424696635046	1.42469663305231E+018	0.04258728	0.012191772	-0.04046631	a	nexus4	nexus4_1	stand
227	1424696635056	1.42469663305734E+018	0.043655396	0.010055542	-0.038330078	a	nexus4	nexus4_1	stand
228	1424696635057	1.42469663306238E+018	0.04472351	0.008987427	-0.039398193	a	nexus4	nexus4_1	stand
229	1424696635060	1.42469663306741E+018	0.04472351	0.004714966	-0.039398193	a	nexus4	nexus4_1	stand
230	1424696635066	1.42469663307245E+018	0.04685974	0.0025787354	-0.04046631	a	nexus4	nexus4_1	stand
231	1424696635068	1.42469663307739E+018	0.04472351	0.0025787354	-0.041534424	a	nexus4	nexus4_1	stand
232	1424696635073	1.42469663308234E+018	0.04258728	0.0004425049	-0.041534424	a	nexus4	nexus4_1	stand
233	1424696635078	1.42469663308737E+018	0.041519165	-0.0048980713	-0.04260254	a	nexus4	nexus4_1	stand
234	1424696635083	1.42469663309241E+018	0.04045105	-0.008102417	-0.043670654	a	nexus4	nexus4_1	stand
235	1424696635089	1.42469663309744E+018	0.03831482	-0.009170532	-0.04260254	a	nexus4	nexus4_1	stand
236	1424696635094	1.42469663310248E+018	0.03617859	-0.010238647	-0.04473877	a	nexus4	nexus4_1	stand
237	1424696635099	1.42469663310751E+018	0.037246704	-0.010238647	-0.04473877	a	nexus4	nexus4_1	stand
238	1424696635107	1.42469663311255E+018	0.03617859	-0.011306763	-0.04260254	a	nexus4	nexus4_1	stand
239	1424696635108	1.42469663311783E+018	0.03617859	-0.013442993	-0.041534424	a	nexus4	nexus4_1	stand
240	1424696635117	1.42469663312259E+018	0.035110474	-0.012374878	-0.041534424	a	nexus4	nexus4_1	stand
241	1424696635118	1.4246966331279E+018	0.035110474	-0.010238647	-0.038330078	a	nexus4	nexus4_1	stand
242	1424696635128	1.42469663313269E+018	0.035110474	-0.010238647	-0.039398193	a	nexus4	nexus4_1	stand
243	1424696635128	1.42469663313791E+018	0.03404236	-0.008102417	-0.037261963	a	nexus4	nexus4_1	stand
245	1424696635139	1.4246966331488E+018	0.031906128	-0.008102417	-0.031921387	a	nexus4	nexus4_1	stand
244	1424696635139	1.42469663314276E+018	0.03404236	-0.008102417	-0.034057617	a	nexus4	nexus4_1	stand
246	1424696635145	1.42469663315277E+018	0.031906128	-0.0070343018	-0.029785156	a	nexus4	nexus4_1	stand
