Index,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt
33,1424696634077,1.42469663207957E+018,-5.939148,0.588089,8.216278,a,nexus4,nexus4_1,stand
34,1424696634078,1.42469663208464E+018,-5.8915405,0.6464081,8.168671,a,nexus4,nexus4_1,stand
35,1424696634084,1.42469663208964E+018,-5.901062,0.68092346,8.119873,a,nexus4,nexus4_1,stand
36,1424696634088,1.42469663209468E+018,-5.901062,0.6690216,8.177002,a,nexus4,nexus4_1,stand
37,1424696634093,1.42469663209974E+018,-5.939148,0.7201996,8.144867,a,nexus4,nexus4_1,stand
38,1424696634099,1.42469663210475E+018,-5.9570007,0.7178192,8.147247,a,nexus4,nexus4_1,stand
39,1424696634103,1.42469663210978E+018,-5.9284363,0.70591736,8.129395,a,nexus4,nexus4_1,stand
40,1424696634109,1.42469663211482E+018,-5.95105,0.735672,8.150818,a,nexus4,nexus4_1,stand
41,1424696634113,1.42469663211985E+018,-5.934387,0.7773285,8.086548,a,nexus4,nexus4_1,stand
42,1424696634124,1.42469663212489E+018,-5.9617615,0.7428131,8.124634,a,nexus4,nexus4_1,stand
43,1424696634124,1.42469663212998E+018,-5.945099,0.78208923,8.060364,a,nexus4,nexus4_1,stand
44,1424696634128,1.42469663213493E+018,-5.9177246,0.8035126,8.107971,a,nexus4,nexus4_1,stand
45,1424696634138,1.42469663214002E+018,-5.9284363,0.84635925,8.080597,a,nexus4,nexus4_1,stand
46,1424696634138,1.42469663214506E+018,-6.0057983,0.81422424,8.124634,a,nexus4,nexus4_1,stand
47,1424696634163,1.42469663215003E+018,-5.970093,0.7178192,8.078217,a,nexus4,nexus4_1,stand
48,1424696634163,1.4246966321551E+018,-5.9367676,0.7618561,8.1805725,a,nexus4,nexus4_1,stand
49,1424696634164,1.42469663216011E+018,-5.9474792,0.7332916,8.157959,a,nexus4,nexus4_1,stand
50,1424696634165,1.42469663216514E+018,-5.902252,0.7440033,8.0972595,a,nexus4,nexus4_1,stand
51,1424696634165,1.42469663217018E+018,-5.9308167,0.70591736,8.107971,a,nexus4,nexus4_1,stand
52,1424696634175,1.42469663217524E+018,-5.9046326,0.66545105,8.0972595,a,nexus4,nexus4_1,stand
53,1424696634178,1.42469663218028E+018,-5.8915405,0.66426086,8.072266,a,nexus4,nexus4_1,stand
54,1424696634178,1.42469663218528E+018,-5.9165344,0.6928253,8.106781,a,nexus4,nexus4_1,stand
55,1424696634184,1.42469663219035E+018,-5.983185,0.68925476,8.16629,a,nexus4,nexus4_1,stand
56,1424696634188,1.42469663219538E+018,-5.907013,0.6595001,8.134155,a,nexus4,nexus4_1,stand
57,1424696634199,1.42469663220042E+018,-5.893921,0.684494,8.197235,a,nexus4,nexus4_1,stand
58,1424696634200,1.42469663220545E+018,-5.893921,0.6702118,8.171051,a,nexus4,nexus4_1,stand
59,1424696634201,1.42469663221037E+018,-5.908203,0.6868744,8.129395,a,nexus4,nexus4_1,stand
60,1424696634207,1.42469663221537E+018,-5.88678,0.6452179,8.130585,a,nexus4,nexus4_1,stand
61,1424696634223,1.42469663222041E+018,-5.8451233,0.6440277,8.172241,a,nexus4,nexus4_1,stand
62,1424696634223,1.42469663222547E+018,-5.8903503,0.65830994,8.179382,a,nexus4,nexus4_1,stand
63,1424696634223,1.42469663223051E+018,-5.8736877,0.6797333,8.134155,a,nexus4,nexus4_1,stand
64,1424696634227,1.42469663223554E+018,-5.88797,0.6130829,8.160339,a,nexus4,nexus4_1,stand
65,1424696634232,1.42469663224058E+018,-5.9284363,0.63093567,8.1163025,a,nexus4,nexus4_1,stand
66,1424696634237,1.42469663224562E+018,-5.902252,0.5619049,8.123444,a,nexus4,nexus4_1,stand
67,1424696634242,1.42469663225065E+018,-5.893921,0.57618713,8.16748,a,nexus4,nexus4_1,stand
68,1424696634247,1.42469663225569E+018,-5.8915405,0.5642853,8.113922,a,nexus4,nexus4_1,stand
69,1424696634252,1.42469663226069E+018,-5.9224854,0.57618713,8.157959,a,nexus4,nexus4_1,stand
70,1424696634258,1.42469663226573E+018,-5.9677124,0.5892792,8.134155,a,nexus4,nexus4_1,stand
71,1424696634263,1.42469663227076E+018,-5.88797,0.5630951,8.204376,a,nexus4,nexus4_1,stand
72,1424696634268,1.42469663227583E+018,-5.88678,0.63093567,8.191284,a,nexus4,nexus4_1,stand
73,1424696634273,1.42469663228086E+018,-5.9570007,0.5964203,8.154388,a,nexus4,nexus4_1,stand
74,1424696634278,1.42469663228593E+018,-5.912964,0.62260437,8.193665,a,nexus4,nexus4_1,stand
75,1424696634284,1.42469663229093E+018,-5.8915405,0.6190338,8.232941,a,nexus4,nexus4_1,stand
76,1424696634294,1.42469663229597E+018,-5.915344,0.6630707,8.188904,a,nexus4,nexus4_1,stand
77,1424696634294,1.42469663230253E+018,-5.940338,0.5952301,8.213898,a,nexus4,nexus4_1,stand
79,1424696634304,1.42469663231211E+018,-5.940338,0.64997864,8.138916,a,nexus4,nexus4_1,stand
78,1424696634304,1.42469663230604E+018,-5.9355774,0.65830994,8.113922,a,nexus4,nexus4_1,stand
80,1424696634318,1.42469663231611E+018,-5.9046326,0.6464081,8.16629,a,nexus4,nexus4_1,stand
81,1424696634318,1.42469663232283E+018,-5.918915,0.6773529,8.16391,a,nexus4,nexus4_1,stand
82,1424696634318,1.42469663232618E+018,-5.9034424,0.67497253,8.152008,a,nexus4,nexus4_1,stand
83,1424696634322,1.42469663233122E+018,-5.8903503,0.716629,8.140106,a,nexus4,nexus4_1,stand
84,1424696634327,1.42469663233625E+018,-5.8736877,0.684494,8.130585,a,nexus4,nexus4_1,stand
85,1424696634332,1.42469663234129E+018,-5.848694,0.68330383,8.142487,a,nexus4,nexus4_1,stand
86,1424696634337,1.42469663234632E+018,-5.8927307,0.671402,8.203186,a,nexus4,nexus4_1,stand
87,1424696634342,1.42469663235136E+018,-5.912964,0.70710754,8.130585,a,nexus4,nexus4_1,stand
88,1424696634348,1.42469663235639E+018,-5.88916,0.69044495,8.147247,a,nexus4,nexus4_1,stand
89,1424696634352,1.42469663236143E+018,-5.9224854,0.63926697,8.10083,a,nexus4,nexus4_1,stand
90,1424696634357,1.42469663236647E+018,-5.88678,0.7130585,8.137726,a,nexus4,nexus4_1,stand
91,1424696634362,1.4246966323715E+018,-5.918915,0.6773529,8.141296,a,nexus4,nexus4_1,stand
92,1424696634368,1.42469663237654E+018,-5.8903503,0.6547394,8.221039,a,nexus4,nexus4_1,stand
93,1424696634374,1.42469663238157E+018,-5.8534546,0.67378235,8.209137,a,nexus4,nexus4_1,stand
94,1424696634377,1.42469663238661E+018,-5.8022766,0.6595001,8.155579,a,nexus4,nexus4_1,stand
95,1424696634383,1.42469663239164E+018,-5.7641907,0.6178436,8.171051,a,nexus4,nexus4_1,stand
96,1424696634388,1.42469663239668E+018,-5.771332,0.6428375,8.196045,a,nexus4,nexus4_1,stand
97,1424696634393,1.42469663240171E+018,-5.8213196,0.6547394,8.174622,a,nexus4,nexus4_1,stand
98,1424696634397,1.42469663240675E+018,-5.7820435,0.63093567,8.140106,a,nexus4,nexus4_1,stand
99,1424696634402,1.42469663241178E+018,-5.8320313,0.6356964,8.192474,a,nexus4,nexus4_1,stand
100,1424696634407,1.42469663241682E+018,-5.836792,0.6035614,8.125824,a,nexus4,nexus4_1,stand
101,1424696634414,1.42469663242185E+018,-5.920105,0.6618805,8.150818,a,nexus4,nexus4_1,stand
102,1424696634419,1.42469663242701E+018,-5.8534546,0.620224,8.190094,a,nexus4,nexus4_1,stand
103,1424696634424,1.42469663243205E+018,-5.8082275,0.64997864,8.181763,a,nexus4,nexus4_1,stand
104,1424696634429,1.42469663243711E+018,-5.8237,0.6773529,8.1805725,a,nexus4,nexus4_1,stand
105,1424696634434,1.42469663244212E+018,-5.7998962,0.65830994,8.204376,a,nexus4,nexus4_1,stand
106,1424696634439,1.42469663244715E+018,-5.8344116,0.7118683,8.173431,a,nexus4,nexus4_1,stand
107,1424696634444,1.42469663245219E+018,-5.8522644,0.68211365,8.191284,a,nexus4,nexus4_1,stand
108,1424696634449,1.42469663245725E+018,-5.8141785,0.7082977,8.188904,a,nexus4,nexus4_1,stand
109,1424696634454,1.42469663246226E+018,-5.836792,0.7094879,8.201996,a,nexus4,nexus4_1,stand
110,1424696634459,1.42469663246733E+018,-5.842743,0.7130585,8.203186,a,nexus4,nexus4_1,stand
111,1424696634464,1.42469663247233E+018,-5.837982,0.73091125,8.152008,a,nexus4,nexus4_1,stand
112,1424696634469,1.42469663247737E+018,-5.830841,0.7201996,8.209137,a,nexus4,nexus4_1,stand
113,1424696634474,1.4246966324824E+018,-5.8534546,0.735672,8.171051,a,nexus4,nexus4_1,stand
114,1424696634479,1.42469663248744E+018,-5.882019,0.68092346,8.121063,a,nexus4,nexus4_1,stand
115,1424696634484,1.42469663249247E+018,-5.9093933,0.6928253,8.192474,a,nexus4,nexus4_1,stand
116,1424696634489,1.42469663249754E+018,-5.9248657,0.6606903,8.209137,a,nexus4,nexus4_1,stand
117,1424696634494,1.42469663250257E+018,-5.8582153,0.6702118,8.177002,a,nexus4,nexus4_1,stand
118,1424696634499,1.42469663250761E+018,-5.8724976,0.6880646,8.160339,a,nexus4,nexus4_1,stand
119,1424696634505,1.42469663251261E+018,-5.861786,0.64045715,8.29483,a,nexus4,nexus4_1,stand
120,1424696634510,1.42469663251768E+018,-5.848694,0.6618805,8.157959,a,nexus4,nexus4_1,stand
121,1424696634514,1.42469663252268E+018,-5.8403625,0.6511688,8.241272,a,nexus4,nexus4_1,stand
122,1424696634519,1.42469663252769E+018,-5.8594055,0.6595001,8.216278,a,nexus4,nexus4_1,stand
123,1424696634525,1.42469663253269E+018,-5.8022766,0.63331604,8.241272,a,nexus4,nexus4_1,stand
124,1424696634529,1.42469663253773E+018,-5.8129883,0.6761627,8.16629,a,nexus4,nexus4_1,stand
125,1424696634535,1.4246966325428E+018,-5.818939,0.68330383,8.253174,a,nexus4,nexus4_1,stand
126,1424696634540,1.42469663254789E+018,-5.8415527,0.7178192,8.197235,a,nexus4,nexus4_1,stand
127,1424696634545,1.42469663255293E+018,-5.8201294,0.68925476,8.29245,a,nexus4,nexus4_1,stand
128,1424696634550,1.42469663255793E+018,-5.7249146,0.6856842,8.234131,a,nexus4,nexus4_1,stand
129,1424696634555,1.424696632563E+018,-5.7939453,0.7428131,8.260315,a,nexus4,nexus4_1,stand
130,1424696634560,1.42469663256803E+018,-5.7879944,0.6880646,8.22699,a,nexus4,nexus4_1,stand
131,1424696634565,1.42469663257307E+018,-5.786804,0.69163513,8.250793,a,nexus4,nexus4_1,stand
132,1424696634570,1.4246966325781E+018,-5.7630005,0.7178192,8.300781,a,nexus4,nexus4_1,stand
133,1424696634575,1.42469663258311E+018,-5.7689514,0.69758606,8.193665,a,nexus4,nexus4_1,stand
134,1424696634580,1.42469663258815E+018,-5.829651,0.6690216,8.284119,a,nexus4,nexus4_1,stand
135,1424696634585,1.42469663259321E+018,-5.8010864,0.68092346,8.22818,a,nexus4,nexus4_1,stand
136,1424696634590,1.42469663259825E+018,-5.722534,0.65830994,8.22937,a,nexus4,nexus4_1,stand
137,1424696634595,1.42469663260325E+018,-5.7618103,0.69163513,8.29007,a,nexus4,nexus4_1,stand
138,1424696634600,1.42469663260832E+018,-5.82251,0.7523346,8.219849,a,nexus4,nexus4_1,stand
139,1424696634606,1.42469663261335E+018,-5.7832336,0.7082977,8.304352,a,nexus4,nexus4_1,stand
140,1424696634611,1.42469663261836E+018,-5.765381,0.7047272,8.185333,a,nexus4,nexus4_1,stand
141,1424696634616,1.42469663262336E+018,-5.734436,0.73924255,8.237701,a,nexus4,nexus4_1,stand
142,1424696634621,1.4246966326284E+018,-5.733246,0.6678314,8.129395,a,nexus4,nexus4_1,stand
143,1424696634626,1.42469663263346E+018,-5.771332,0.7535248,8.241272,a,nexus4,nexus4_1,stand
144,1424696634631,1.4246966326385E+018,-5.7939453,0.7416229,8.243652,a,nexus4,nexus4_1,stand
145,1424696634636,1.4246966326435E+018,-5.811798,0.7130585,8.152008,a,nexus4,nexus4_1,stand
146,1424696634641,1.42469663264857E+018,-5.7951355,0.7523346,8.173431,a,nexus4,nexus4_1,stand
147,1424696634646,1.42469663265369E+018,-5.8141785,0.7606659,8.155579,a,nexus4,nexus4_1,stand
148,1424696634651,1.42469663265869E+018,-5.7820435,0.7606659,8.210327,a,nexus4,nexus4_1,stand
149,1424696634656,1.42469663266373E+018,-5.7772827,0.74757385,8.222229,a,nexus4,nexus4_1,stand
150,1424696634670,1.42469663266873E+018,-5.7951355,0.72377014,8.191284,a,nexus4,nexus4_1,stand
151,1424696634671,1.42469663267377E+018,-5.848694,0.7368622,8.149628,a,nexus4,nexus4_1,stand
152,1424696634672,1.42469663267871E+018,-5.7998962,0.7261505,8.144867,a,nexus4,nexus4_1,stand
153,1424696634674,1.42469663268375E+018,-5.8237,0.73924255,8.205566,a,nexus4,nexus4_1,stand
154,1424696634679,1.42469663268878E+018,-5.8403625,0.74757385,8.23056,a,nexus4,nexus4_1,stand
155,1424696634684,1.42469663269382E+018,-5.8594055,0.74757385,8.207947,a,nexus4,nexus4_1,stand
156,1424696634690,1.42469663269888E+018,-5.805847,0.7130585,8.22937,a,nexus4,nexus4_1,stand
157,1424696634695,1.42469663270392E+018,-5.8605957,0.75590515,8.215088,a,nexus4,nexus4_1,stand
158,1424696634700,1.42469663270895E+018,-5.8213196,0.7451935,8.206757,a,nexus4,nexus4_1,stand
159,1424696634705,1.42469663271402E+018,-5.7939453,0.7594757,8.22699,a,nexus4,nexus4_1,stand
160,1424696634710,1.42469663271902E+018,-5.772522,0.74638367,8.232941,a,nexus4,nexus4_1,stand
161,1424696634715,1.42469663272409E+018,-5.7879944,0.8177948,8.240082,a,nexus4,nexus4_1,stand
162,1424696634720,1.42469663272913E+018,-5.7749023,0.7594757,8.196045,a,nexus4,nexus4_1,stand
163,1424696634725,1.42469663273416E+018,-5.746338,0.7701874,8.1651,a,nexus4,nexus4_1,stand
164,1424696634730,1.4246966327392E+018,-5.7951355,0.8035126,8.240082,a,nexus4,nexus4_1,stand
165,1424696634735,1.42469663274423E+018,-5.746338,0.80589294,8.284119,a,nexus4,nexus4_1,stand
166,1424696634740,1.42469663274927E+018,-5.771332,0.8154144,8.204376,a,nexus4,nexus4_1,stand
167,1424696634745,1.4246966327543E+018,-5.786804,0.7689972,8.2258,a,nexus4,nexus4_1,stand
168,1424696634750,1.42469663275928E+018,-5.7558594,0.7416229,8.242462,a,nexus4,nexus4_1,stand
169,1424696634755,1.42469663276431E+018,-5.7308655,0.703537,8.269836,a,nexus4,nexus4_1,stand
170,1424696634760,1.42469663276935E+018,-5.7487183,0.78089905,8.224609,a,nexus4,nexus4_1,stand
171,1424696634766,1.42469663277444E+018,-5.765381,0.72257996,8.2638855,a,nexus4,nexus4_1,stand
172,1424696634771,1.42469663277957E+018,-5.7618103,0.7523346,8.223419,a,nexus4,nexus4_1,stand
173,1424696634776,1.42469663278461E+018,-5.7630005,0.74043274,8.315063,a,nexus4,nexus4_1,stand
174,1424696634781,1.42469663278967E+018,-5.7487183,0.75471497,8.232941,a,nexus4,nexus4_1,stand
175,1424696634786,1.42469663279468E+018,-5.7296753,0.72257996,8.209137,a,nexus4,nexus4_1,stand
176,1424696634791,1.42469663279971E+018,-5.7106323,0.73805237,8.271027,a,nexus4,nexus4_1,stand
177,1424696634796,1.42469663280475E+018,-5.7558594,0.7416229,8.181763,a,nexus4,nexus4_1,stand
178,1424696634801,1.42469663280981E+018,-5.7499084,0.7749481,8.310303,a,nexus4,nexus4_1,stand
179,1424696634806,1.42469663281485E+018,-5.7760925,0.7785187,8.288879,a,nexus4,nexus4_1,stand
180,1424696634811,1.42469663281986E+018,-5.7046814,0.78685,8.306732,a,nexus4,nexus4_1,stand
181,1424696634816,1.42469663282489E+018,-5.69635,0.7451935,8.2258,a,nexus4,nexus4_1,stand
182,1424696634822,1.42469663282993E+018,-5.753479,0.75471497,8.2638855,a,nexus4,nexus4_1,stand
183,1424696634826,1.42469663283499E+018,-5.733246,0.77256775,8.285309,a,nexus4,nexus4_1,stand
184,1424696634831,1.42469663284E+018,-5.714203,0.7023468,8.250793,a,nexus4,nexus4_1,stand
185,1424696634837,1.42469663284497E+018,-5.735626,0.7582855,8.255554,a,nexus4,nexus4_1,stand
186,1424696634841,1.42469663285004E+018,-5.767761,0.7689972,8.272217,a,nexus4,nexus4_1,stand
187,1424696634846,1.42469663285507E+018,-5.7118225,0.78685,8.318634,a,nexus4,nexus4_1,stand
188,1424696634851,1.42469663286011E+018,-5.7689514,0.78089905,8.268646,a,nexus4,nexus4_1,stand
189,1424696634856,1.42469663286514E+018,-5.754669,0.7451935,8.273407,a,nexus4,nexus4_1,stand
190,1424696634862,1.42469663287018E+018,-5.7582397,0.79637146,8.324585,a,nexus4,nexus4_1,stand
191,1424696634867,1.42469663287521E+018,-5.7618103,0.8094635,8.315063,a,nexus4,nexus4_1,stand
192,1424696634872,1.42469663288025E+018,-5.7618103,0.77970886,8.272217,a,nexus4,nexus4_1,stand
193,1424696634877,1.42469663288528E+018,-5.7689514,0.80589294,8.262695,a,nexus4,nexus4_1,stand
194,1424696634882,1.42469663289032E+018,-5.7618103,0.8356476,8.223419,a,nexus4,nexus4_1,stand
195,1424696634887,1.42469663289539E+018,-5.735626,0.8570709,8.1651,a,nexus4,nexus4_1,stand
196,1424696634892,1.42469663290045E+018,-5.765381,0.818985,8.259125,a,nexus4,nexus4_1,stand
197,1424696634897,1.42469663290549E+018,-5.766571,0.8404083,8.304352,a,nexus4,nexus4_1,stand
198,1424696634902,1.42469663291052E+018,-5.7368164,0.8237457,8.254364,a,nexus4,nexus4_1,stand
199,1424696634907,1.42469663291556E+018,-5.773712,0.87016296,8.22937,a,nexus4,nexus4_1,stand
200,1424696634912,1.42469663292059E+018,-5.7296753,0.8427887,8.193665,a,nexus4,nexus4_1,stand
201,1424696634917,1.42469663292563E+018,-5.7261047,0.85469055,8.240082,a,nexus4,nexus4_1,stand
202,1424696634922,1.42469663293063E+018,-5.746338,0.8427887,8.2127075,a,nexus4,nexus4_1,stand
203,1424696634927,1.4246966329357E+018,-5.7261047,0.8761139,8.22699,a,nexus4,nexus4_1,stand
204,1424696634932,1.42469663294073E+018,-5.714203,0.8594513,8.177002,a,nexus4,nexus4_1,stand
205,1424696634937,1.42469663294577E+018,-5.715393,0.90467834,8.23056,a,nexus4,nexus4_1,stand
206,1424696634942,1.42469663295081E+018,-5.7641907,0.86302185,8.244843,a,nexus4,nexus4_1,stand
207,1424696634947,1.42469663295581E+018,-5.767761,0.8773041,8.182953,a,nexus4,nexus4_1,stand
208,1424696634952,1.42469663296088E+018,-5.6975403,0.83683777,8.210327,a,nexus4,nexus4_1,stand
209,1424696634957,1.42469663296591E+018,-5.7118225,0.8737335,8.16629,a,nexus4,nexus4_1,stand
210,1424696634962,1.42469663297095E+018,-5.721344,0.8273163,8.216278,a,nexus4,nexus4_1,stand
211,1424696634968,1.42469663297595E+018,-5.766571,0.83683777,8.256744,a,nexus4,nexus4_1,stand
212,1424696634972,1.42469663298102E+018,-5.7951355,0.8439789,8.216278,a,nexus4,nexus4_1,stand
213,1424696634994,1.42469663298602E+018,-5.7368164,0.8654022,8.218658,a,nexus4,nexus4_1,stand
214,1424696634999,1.42469663299103E+018,-5.817749,0.87135315,8.2127075,a,nexus4,nexus4_1,stand
215,1424696635000,1.42469663299606E+018,-5.767761,0.88087463,8.235321,a,nexus4,nexus4_1,stand
216,1424696635001,1.4246966330011E+018,-5.8141785,0.78923035,8.247223,a,nexus4,nexus4_1,stand
217,1424696635006,1.42469663300616E+018,-5.778473,0.80589294,8.216278,a,nexus4,nexus4_1,stand
218,1424696635011,1.4246966330112E+018,-5.771332,0.85588074,8.23056,a,nexus4,nexus4_1,stand
219,1424696635012,1.42469663301627E+018,-5.771332,0.832077,8.205566,a,nexus4,nexus4_1,stand
220,1424696635014,1.42469663302127E+018,-5.766571,0.83088684,8.286499,a,nexus4,nexus4_1,stand
221,1424696635021,1.42469663302631E+018,-5.766571,0.86421204,8.249603,a,nexus4,nexus4_1,stand
222,1424696635025,1.42469663303137E+018,-5.740387,0.83088684,8.268646,a,nexus4,nexus4_1,stand
223,1424696635039,1.42469663303638E+018,-5.69516,0.8665924,8.184143,a,nexus4,nexus4_1,stand
224,1424696635040,1.42469663304141E+018,-5.803467,0.87254333,8.223419,a,nexus4,nexus4_1,stand
225,1424696635041,1.42469663304642E+018,-5.767761,0.8903961,8.288879,a,nexus4,nexus4_1,stand
226,1424696635054,1.42469663305148E+018,-5.778473,0.8856354,8.303162,a,nexus4,nexus4_1,stand
227,1424696635055,1.42469663305652E+018,-5.7772827,0.8523102,8.259125,a,nexus4,nexus4_1,stand
228,1424696635056,1.42469663306155E+018,-5.786804,0.8987274,8.29364,a,nexus4,nexus4_1,stand
229,1424696635062,1.42469663306659E+018,-5.7939453,0.8404083,8.316254,a,nexus4,nexus4_1,stand
230,1424696635066,1.42469663307162E+018,-5.766571,0.85350037,8.257935,a,nexus4,nexus4_1,stand
231,1424696635068,1.42469663307663E+018,-5.7618103,0.8237457,8.22699,a,nexus4,nexus4_1,stand
232,1424696635073,1.42469663308157E+018,-5.8260803,0.87968445,8.268646,a,nexus4,nexus4_1,stand
233,1424696635078,1.42469663308661E+018,-5.785614,0.85350037,8.2317505,a,nexus4,nexus4_1,stand
234,1424696635083,1.42469663309164E+018,-5.7939453,0.8915863,8.321014,a,nexus4,nexus4_1,stand
235,1424696635089,1.42469663309668E+018,-5.8344116,0.85112,8.286499,a,nexus4,nexus4_1,stand
236,1424696635094,1.42469663310175E+018,-5.797516,0.82969666,8.237701,a,nexus4,nexus4_1,stand
237,1424696635099,1.42469663310675E+018,-5.8070374,0.8261261,8.248413,a,nexus4,nexus4_1,stand
238,1424696635107,1.42469663311179E+018,-5.817749,0.8665924,8.249603,a,nexus4,nexus4_1,stand
239,1424696635108,1.42469663311707E+018,-5.8213196,0.8761139,8.218658,a,nexus4,nexus4_1,stand
240,1424696635117,1.42469663312183E+018,-5.773712,0.86421204,8.253174,a,nexus4,nexus4_1,stand
241,1424696635118,1.42469663312714E+018,-5.772522,0.8820648,8.186523,a,nexus4,nexus4_1,stand
242,1424696635128,1.42469663313193E+018,-5.797516,0.9082489,8.248413,a,nexus4,nexus4_1,stand
243,1424696635129,1.42469663313715E+018,-5.740387,0.8773041,8.213898,a,nexus4,nexus4_1,stand
244,1424696635139,1.424696633142E+018,-5.8237,0.85469055,8.2317505,a,nexus4,nexus4_1,stand
245,1424696635140,1.42469663314804E+018,-5.8153687,0.9082489,8.259125,a,nexus4,nexus4_1,stand
246,1424696635145,1.42469663315204E+018,-5.8272705,0.8915863,8.275787,a,nexus4,nexus4_1,stand
247,1424696635149,1.42469663315707E+018,-5.835602,0.93800354,8.216278,a,nexus4,nexus4_1,stand
248,1424696635157,1.42469663316211E+018,-5.8320313,0.9141998,8.147247,a,nexus4,nexus4_1,stand
249,1424696635160,1.42469663316718E+018,-5.803467,0.92134094,8.149628,a,nexus4,nexus4_1,stand
250,1424696635170,1.42469663317221E+018,-5.8332214,0.93562317,8.215088,a,nexus4,nexus4_1,stand
251,1424696635170,1.42469663317896E+018,-5.7939453,0.94395447,8.192474,a,nexus4,nexus4_1,stand
252,1424696635176,1.42469663318225E+018,-5.8582153,0.9403839,8.206757,a,nexus4,nexus4_1,stand
253,1424696635180,1.42469663318732E+018,-5.829651,0.96061707,8.315063,a,nexus4,nexus4_1,stand
255,1424696635191,1.42469663319904E+018,-5.7558594,0.84754944,8.2317505,a,nexus4,nexus4_1,stand
254,1424696635191,1.42469663319238E+018,-5.765381,0.90586853,8.284119,a,nexus4,nexus4_1,stand
256,1424696635195,1.42469663320242E+018,-5.753479,0.90467834,8.285309,a,nexus4,nexus4_1,stand
257,1424696635200,1.42469663320746E+018,-5.7320557,0.9177704,8.265076,a,nexus4,nexus4_1,stand
258,1424696635210,1.42469663321249E+018,-5.773712,0.8665924,8.261505,a,nexus4,nexus4_1,stand
259,1424696635211,1.42469663321927E+018,-5.735626,0.8927765,8.222229,a,nexus4,nexus4_1,stand
